keywords,comments,years,trans_comments
韓国旅行 韓国のお祭り,トイレは日本人マジで抵抗凄いと思うソウルとか栄えてる場所はトイレットペーパー無いところ滅多に無いけど他のところは結構トイレットペーパーなかったりペーパー流さないでゴミ箱に捨ててとかあるからね,2023,화장실은 일본인은 정말 저항력이 대단한 것 같아요 서울이나 번화한 곳은 화장지 없는 곳이 거의 없지만 다른 곳은 화장지가 없거나 휴지를 버리지 않고 쓰레기통에 버리거나 하는 경우가 많아요.
韓国旅行 韓国のお祭り,まず韓国なんて行く人いないでしょｗ,2023,우선 한국なんて 갈 사람 없잖아요 w
韓国旅行 韓国のお祭り,腹をこわすのは辛いからでなく食べ物が不潔だから,2023,배탈이 나는 것은 맵기 때문이 아니라 음식이 불결하기 때문이다.
韓国旅行 韓国のお祭り,行かなければトラブルを回避できます,2023,가지 않으면 문제를 피할 수 있습니다
韓国旅行 韓国のお祭り,思ってたコメント欄と違ってびっくりした,2023,생각했던 댓글창과 달라서 깜짝 놀랐다
韓国旅行 韓国のお祭り,昔韓国人の友達と屋台に行った時自分だけ値段を多く払わされそうになりそれに気づいた韓国人の友達が屋台のオバサンと口喧嘩 ぼられそうになった 韓国人の友達には感謝です,2023,"예전에 한국인 친구와 함께 포장마차에 갔을 때 나만 비싼 가격을 지불할 뻔한 적이 있었는데, 이를 눈치챈 한국인 친구가 포장마차 아줌마와 말다툼을 벌이다가 바가지를 씌울 뻔한 한국인 친구에게 감사하다."
韓国旅行 韓国のお祭り,おじさん達がコメント欄でギャーギャー言ってて草,2023,아저씨들이 댓글창에서 왁자지껄 떠들어대서 웃기다.
韓国旅行 韓国のお祭り,年末韓国に行き見事にお腹が緩みました トイレがなかなか見つからなくて危機一髪でした ６月韓国に行くのでオススメアプリいれで行こうと思います,2023,연말에 한국에 가서 배탈이 났어요 화장실이 좀처럼 찾지 못해 죽을 고비를 넘겼어요 6월에 한국에 가는데 추천 앱 넣고 가려고요!
韓国旅行 韓国のお祭り,日本で日本人として生まれて良かった,2023,일본에서 일본인으로 태어나서 다행이다
韓国旅行 韓国のお祭り,行かなければいいのに皆整形しに行ってるからだよ,2023,안 가도 되는데 다들 성형하러 가니까........
韓国旅行 韓国のお祭り,こんなおもいしてまで何故いくのか,2023,이런 생각까지 하면서 왜 가는지
韓国旅行 韓国のお祭り,路上喫煙が酷すぎた喫煙ルームって概念がないから皆外で吸いまくり 後飯屋が一人じゃ入れないから常に一緒に行った友人や同僚と食いに行かなきゃダメ,2023,"길거리 흡연이 너무 심해서 흡연실이라는 개념이 없어서 다들 밖에서 피우고, 식당에 혼자 들어갈 수 없어서 항상 같이 간 친구나 동료와 함께 밥을 먹으러 가야 한다."
韓国旅行 韓国のお祭り,行かないから大丈夫です,2023,안 가기 때문에 괜찮습니다
韓国旅行 韓国のお祭り,そもそも韓国行く自体がアウトww,2023,애초에 한국 가는 것 자체가 아웃ww
韓国旅行 韓国のお祭り,何をするにもぼったくり,2023,무엇을 하든 바가지 씌우기
韓国旅行 韓国のお祭り,地下鉄とかの物乞いも初めて見た人は どうすればいいのかわからないだろうな,2023,지하철이나 구걸을 처음 본 사람은 어떻게 해야 할지 모르겠지?
韓国旅行 韓国のお祭り,要するに不衛生でぼったくりに注意すればいいんやな,2023,요컨대 비위생적이고 바가지 씌우는 것을 조심하면 되겠지.
韓国旅行 韓国のお祭り,日本のトラブルは政府や最悪やで,2023,일본의 문제는 정부나 최악의 경우
韓国旅行 韓国のお祭り,こんなことテレビで言えよてか在日が牛耳っている日本のメディアでは無理か,2023,"이런 말을 TV에서 하라는 건지, 재일교포가 장악하고 있는 일본 언론에서는 무리인가........"
韓国旅行 韓国のお祭り,k国に行く人理解できないよ なんでわざわざストレスが溜まるところに行くのか,2023,k나라에 가는 사람 이해가 안 돼. 왜 굳이 스트레스 받는 곳에 가는지 모르겠어.
韓国旅行 韓国のお祭り,韓国の日本人女強av見てからそれでも行きたいなら行けばいいんじゃね,2023,한국 일본 여장남자 AV 보고 나서 그래도 가고 싶으면 가면 되잖아
韓国旅行 韓国のお祭り,ブームだからって夢見ちゃあかんよな 反日教育しとる国って事忘れずに,2023,붐이라고 해서 꿈을 꾸면 안 돼. 반일 교육을 하는 나라라는 것을 잊지 말자.
韓国旅行 韓国のお祭り,行かなきゃいいだけだろ,2023,그냥 가지 않으면 되는 거 아냐?
韓国旅行 韓国のお祭り,絶対に行かない,2023,절대 가지 않는다
韓国旅行 韓国のお祭り,ぼったくりとかグレーなことしまくってるお国柄って凄い嫌な国やなって思うけど日本もウチらが知らんだけでそういうことしてる人おったらめちゃくちゃ嫌やし同じ国民として恥ずかしいって思うけど韓国人はどう思ってんやろ,2023,바가지 씌우거나 회색적인 짓을 일삼는 나라는 정말 싫은 나라라고 생각하는데 일본도 우리가 모르는 사이에 그런 짓을 하는 사람이 있으면 정말 싫고 같은 국민으로서 부끄럽다고 생각하는데 한국인은 어떻게 생각하겠어?
韓国旅行 韓国のお祭り,韓国だもんな,2023,대한민국이니까
韓国旅行 韓国のお祭り,3つのうちの2つがぼったくりというw,2023,3개 중 2개가 사재기라는 w
韓国旅行 韓国のお祭り,ぼったくるような国に行かん,2023,바가지 씌우는 나라에 가지 마라
韓国旅行 韓国のお祭り,遊びに行く価値はないと思いますが 必ず免税店以外は交渉しなくてはいけない 日本人には必ずふっかけてきます,2023,놀러갈 가치는 없다고 생각하지만 면세점 외에는 반드시 협상해야 하는 일본인에게는 반드시 들이댄다.
韓国旅行 韓国のお祭り,喜んでアチラに旅行行ってる人を軽く軽蔑しております,2023,기꺼이 여행을 가는 사람들을 가볍게 경멸하고 있습니다.
韓国旅行 韓国のお祭り,あと強姦目的のナンパ これが一番多い,2023,그리고 강간 목적의 헌팅이 가장 많다.
韓国旅行 韓国のお祭り,声がきれいですね,2023,목소리가 예쁘네요
韓国旅行 韓国のお祭り,laidaihankopinolaidaihankopinolaidaihankopino,2023,laidaihankopinolaidaihankopinolaidaihankopino
韓国旅行 韓国のお祭り,これだけトラブルあるなら行かないわ,2023,이렇게 문제가 많으면 안 가겠다.
韓国旅行 韓国のお祭り,近い国だけど 一番行きたくない国 行かないので問題なし,2023,가까운 나라이지만 가장 가고 싶지 않은 나라 안 가기 때문에 문제 없음
韓国旅行 韓国のお祭り,平日の昼間っから繁華街でナンパしてるおっさんには特に要注意,2023,평일 대낮부터 번화가에서 호객행위를 하는 아저씨들은 특히 주의!
韓国旅行 韓国のお祭り,そんでもってトイレットペーパー流せないとこ結構あるよー,2023,그런데도 화장지를 흘려보낼 수 없는 곳이 꽤 많아요~!
韓国旅行 韓国のお祭り,大腸菌入り食べ物を食べればお腹を壊すのはデフォ,2023,대장균이 들어간 음식을 먹으면 배탈이 나는 것은 기본!
韓国旅行 韓国のお祭り,姦酷なんか行かないんで無問題,2023,간통 따위는 하지 않으니 문제없다
韓国旅行 韓国のお祭り,済州島に行った時に家族へのお土産に本場のキムチを買った白菜と大根のキムチタッパを３つ買ったがウォンで払ったから良くわからんかったがタッパ１つが約2000円やったまぁ観光客向けやからボッタクリとまでは言えないかなけどそのキムチは家族は辛すぎて皆一口だけ食べて後は手付かず韓国人の友達に上げた辛さに強くなりたい,2023,제주도에 갔을 때 가족들 선물로 본고장 김치를 사서 배추와 무 김치타파 3개를 샀는데 원으로 계산해서 잘 모르겠는데 타파 하나가 2000원 정도였어요 뭐 관광객용이라 바가지를 씌웠다고 할 수는 없겠지만 그 김치는 가족들이 너무 매워서 다들 한 입만 먹고 나머지는 손대지 않고 한국인 친구에게 올린 매운맛에 강해지고 싶었다.
韓国旅行 韓国のお祭り,そういう動画じゃないのにみじめな嫌韓がコメント欄にわいててクッサ,2023,그런 동영상이 아닌데도 불구하고 비참한 혐한들이 댓글창에 난무해서 짜증난다.
韓国旅行 韓国のお祭り,ホントタクシー気をつけてメーターが動いてなかったら直ぐ申告してえっえって言ってるうちに着いて払わないって言っても払えって言うから結局いくらかかるのか分からないから全額じゃ無くても払うしかなくなる,2023,정말 택시 조심해서 미터기가 안 움직이면 바로 신고하고 에에에라고 하는 사이에 도착해서 안 내겠다고 해도 내라고 하니까 결국 얼마가 들었는지 몰라서 전액이 아니더라도 낼 수 밖에 없는 상황이 되죠.
韓国旅行 韓国のお祭り,韓国行った時に現地の添乗員さんから韓国はタクシー移動が安くて楽だけどぼったくりも多いのねだから個人タクシーに乗りなさい個人タクシーは通報されたら営業できなくなるから安心ですって個人ってハングルを全員教えて貰いました ただ最後に韓国行ったの結構前だから今の情報では無いです,2023,한국 갔을 때 현지 안내원분께 한국은 택시 이동이 싸고 편하지만 바가지도 많으니 개인택시를 타세요 개인택시는 신고당하면 영업을 못하게 되니 안심하세요 라고 개인이라는 한글을 다 알려주셨어요 다만 제가 마지막으로 한국 다녀온게 꽤 오래전이라서 지금 정보로서는 없습니다
